-0.94755775,4.833502,8.597412
-1.0767702,4.881358,8.595019
-1.0289137,4.8598228,8.623733
-1.0504491,4.9674997,8.602198
-0.9834501,4.725825,8.618947
-0.8279166,4.668397,8.63809
-0.87338024,4.5655055,8.609376
-0.89491564,4.4674,8.592627
-0.9020941,4.4817567,8.666803
-1.0289137,4.4243293,8.729017
-1.0648061,4.54397,8.664411
-1.1102697,4.570291,8.762517
-1.1150553,4.5248275,8.752945
-1.0648061,4.4913282,8.685946
-1.0743774,4.536792,8.712267
-1.0408778,4.4195433,8.597412
-1.1174482,4.4004006,8.642876
-1.0049855,4.551149,8.657232
-0.9499506,4.5152564,8.583055
-0.96909314,4.6037908,8.671589
-1.0743774,4.6396832,8.71466
-1.012164,4.465007,8.779266
-1.0695918,4.4841495,8.752945
-1.134198,4.3836513,8.781659
-1.119841,4.5272202,8.683554
-1.1246266,4.5631127,8.5423765
-1.079163,4.5918264,8.539984
-1.160519,4.6899323,8.499306
-1.038485,4.510471,8.571091
-1.0959128,4.4721856,8.640483
-1.1413764,4.4721856,8.647661
-1.268196,4.4817567,8.630911
-1.1318051,4.610969,8.58784
-1.1653047,4.6061835,8.642876
-1.1006985,4.6372905,8.671589
-1.0552348,4.5726843,8.609376
-1.0552348,4.5726843,8.707481
-1.0241281,4.4051867,8.573483
-0.9810573,4.3238306,8.520842
-1.1102697,4.3405805,8.602198
-1.2131611,4.4482574,8.662018
-1.2418749,4.5966125,8.7673025
-1.1772687,4.5726843,8.762517
-1.1653047,4.546363,8.712267
-1.012164,4.587041,8.659625
-0.98584294,4.5966125,8.609376
-0.92602235,4.4195433,8.690732
-0.7848458,4.508078,8.642876
-0.8135597,4.426722,8.626125
-0.82313097,4.469793,8.721839
-0.8327023,4.5391846,8.7673025
-0.8805587,4.6731825,8.712267
-0.8470592,4.8526444,8.693125
-0.7968099,4.867001,8.578269
-0.75613195,4.922036,8.60459
-0.72263247,4.996214,8.7673025
-0.63170516,4.9603214,8.85823
-0.25124636,4.5655055,8.695518
-0.09332009,5.056034,9.217153
0.45224348,5.656633,8.95155
1.1006985,5.625526,8.743374
1.1006985,5.625526,8.578269
1.524228,5.6757755,8.353344
2.2061825,6.1399827,8.456235
2.2061825,6.1399827,8.154739
2.7206392,5.9988065,8.851051
2.1678972,6.908079,9.037691
2.361716,5.2259245,9.470792
2.7038896,5.1900325,9.638289
2.8235307,3.9960139,9.690931
3.1250265,2.9455647,9.95175
2.833102,2.7445676,10.013963
2.2827528,2.3114667,10.157532
1.5098711,1.3016955,9.999606
0.38285163,0.4953143,9.851251
-0.8877372,0.08135597,9.695718
-2.3952155,-0.81834537,9.58804
-3.5581272,-1.698904,9.329616
-4.7306104,-2.9192436,9.040084
-5.7427745,-3.6323047,8.642876
-6.515656,-3.871587,7.8580294
